2025-01-24 21:55:57.835 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-24 21:56:02.892 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': The Knicks are going to win it all
2025-01-24 21:56:03.893 | INFO     | __main__:generate_messages:89 - Generated buzz: I haven't looked but I bet the Wizards are doing great!
2025-01-24 21:56:03.893 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': I haven't looked but I bet the Wizards are doing great!
2025-01-24 21:56:04.894 | INFO     | __main__:generate_messages:89 - Generated buzz: The celtics are going to go back to back!
2025-01-24 21:56:04.894 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': The celtics are going to go back to back!
2025-01-24 21:56:05.895 | INFO     | __main__:generate_messages:89 - Generated buzz: It's Cleveland's year.
2025-01-24 21:56:05.895 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': It's Cleveland's year.
2025-01-24 21:56:06.897 | INFO     | __main__:generate_messages:89 - Generated buzz: I'm pulling to the Clippers!
2025-01-24 21:56:06.897 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': I'm pulling to the Clippers!
2025-01-24 21:56:07.898 | INFO     | __main__:generate_messages:89 - Generated buzz: OKC Thunder let's goooo
2025-01-24 21:56:07.898 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': OKC Thunder let's goooo
2025-01-24 21:56:08.899 | INFO     | __main__:generate_messages:89 - Generated buzz: Rockets to the moon!
2025-01-24 21:56:08.899 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': Rockets to the moon!
2025-01-24 21:56:09.900 | INFO     | __main__:generate_messages:89 - Generated buzz: LeBron and Bronny magic, let's see it!
2025-01-24 21:56:09.900 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': LeBron and Bronny magic, let's see it!
2025-01-24 21:56:10.901 | INFO     | __main__:generate_messages:89 - Generated buzz: The suns are lookin HOT
2025-01-24 21:56:10.902 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': The suns are lookin HOT
2025-01-24 21:56:11.902 | INFO     | __main__:generate_messages:89 - Generated buzz: Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:11.902 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:12.903 | INFO     | __main__:generate_messages:89 - Generated buzz: Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:12.903 | INFO     | __main__:generate_messages:91 - Sent message to topic 'buzzline': Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.025 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-24 21:56:13.026 | INFO     | __main__:main:78 - START consumer.
2025-01-24 21:56:13.026 | INFO     | __main__:get_kafka_topic:35 - Kafka topic: buzzline
2025-01-24 21:56:13.027 | INFO     | __main__:get_kafka_consumer_group_id:42 - Kafka consumer group id: default_group
2025-01-24 21:56:13.027 | INFO     | __main__:main:83 - Consumer: Topic 'buzzline' and group 'default_group'...
2025-01-24 21:56:13.027 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-24 21:56:13.027 | INFO     | utils.utils_consumer:create_kafka_consumer:44 - Creating Kafka consumer. Topic='buzzline' and group ID='default_group'.
2025-01-24 21:56:13.133 | INFO     | utils.utils_consumer:create_kafka_consumer:57 - Kafka consumer created successfully.
2025-01-24 21:56:13.134 | INFO     | __main__:main:89 - Polling messages from topic 'buzzline'...
2025-01-24 21:56:13.294 | INFO     | __main__:process_message:62 - Fan note logged! - Kafka is awesome.
2025-01-24 21:56:13.294 | INFO     | __main__:process_message:62 - Fan note logged! - Streaming data is fun.
2025-01-24 21:56:13.294 | INFO     | __main__:process_message:62 - Fan note logged! - This is a buzz message.
2025-01-24 21:56:13.294 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.294 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.294 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.296 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.296 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.296 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.296 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.297 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.297 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.297 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.297 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.297 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.298 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.298 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.298 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.298 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.299 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.299 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.299 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.299 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.300 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.300 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.300 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.300 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.300 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.301 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.301 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.301 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.301 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.301 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.301 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.301 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.301 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.302 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.302 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.302 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.303 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.303 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.303 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.303 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.303 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.303 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.304 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.304 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.304 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.304 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.305 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.305 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.305 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.305 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.307 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.307 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.307 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.307 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.307 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.307 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.307 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.307 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.308 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.308 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.308 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.308 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.308 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.309 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.309 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.309 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.309 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.309 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.310 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.310 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.310 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.310 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.310 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.311 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.311 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.311 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.311 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.311 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.312 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.312 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.312 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.312 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.312 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.313 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.313 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.313 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.313 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.314 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.314 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.314 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.314 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.315 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.315 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.315 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.315 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.316 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.317 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.317 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.317 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.317 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.318 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.318 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.318 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.318 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.318 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.319 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.319 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.319 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.319 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.320 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.322 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.322 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.322 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.322 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.322 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.323 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.323 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.323 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.324 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.324 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.324 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.324 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.325 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.325 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.325 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.325 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.326 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.326 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.326 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.326 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.326 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.327 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.327 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.327 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.327 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.327 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.328 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.328 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.328 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.328 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.328 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.329 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.329 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.329 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.329 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.329 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.329 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.330 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
2025-01-24 21:56:13.330 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.330 | INFO     | __main__:process_message:62 - Fan note logged! - The Knicks are going to win it all
2025-01-24 21:56:13.331 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.331 | INFO     | __main__:process_message:62 - Fan note logged! - The celtics are going to go back to back!
2025-01-24 21:56:13.331 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.332 | INFO     | __main__:process_message:62 - Fan note logged! - It's Cleveland's year.
2025-01-24 21:56:13.332 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.332 | INFO     | __main__:process_message:62 - Fan note logged! - I'm pulling to the Clippers!
2025-01-24 21:56:13.332 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.333 | INFO     | __main__:process_message:62 - Fan note logged! - OKC Thunder let's goooo
2025-01-24 21:56:13.333 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.333 | INFO     | __main__:process_message:62 - Fan note logged! - Rockets to the moon!
2025-01-24 21:56:13.333 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.334 | INFO     | __main__:process_message:62 - Fan note logged! - LeBron and Bronny magic, let's see it!
2025-01-24 21:56:13.334 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.334 | INFO     | __main__:process_message:62 - Fan note logged! - The suns are lookin HOT
2025-01-24 21:56:13.334 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.334 | INFO     | __main__:process_message:62 - Fan note logged! - Grizzlies are going to destroy the competition come playoffs
2025-01-24 21:56:13.335 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.335 | INFO     | __main__:process_message:62 - Fan note logged! - Come on, Heat. Quit giving me a stroke
2025-01-24 21:56:13.335 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.335 | INFO     | __main__:process_message:62 - Fan note logged! - Is MJ still on the Bulls?
2025-01-24 21:56:13.335 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.336 | INFO     | __main__:process_message:62 - Fan note logged! - I believe in that Orlando MAGIC!
2025-01-24 21:56:13.336 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.336 | INFO     | __main__:process_message:62 - Fan note logged! - The Denver Nuggets are going to reclaim the title this year
2025-01-24 21:56:13.336 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.336 | INFO     | __main__:process_message:58 - Are you lost? That's not the NBA! - Go KC Chiefs, yeah!!!
2025-01-24 21:56:13.336 | INFO     | __main__:process_message:62 - Fan note logged! - The Timberwolves aren't down and out, yet. They'll bounce back
